customer_id,name,gender,age,income,location,dependents,risk_tolerance,existing_policies,health_condition,policy_type,coverage,policy_tenure,payable_insurance_amount,transaction_frequency,average_transaction_amount,investment_goal,claims_history,premium_amount,marital_status,employment_type,industry,loan_obligations,credit_score,savings_amount,monthly_expenses,preferred_payment_mode,policy_claim_frequency,home_ownership,car_ownership,emergency_fund_availability
e15258f5-d20f-4cf7-83e3-3758a0f31406,Kathleen Garcia,Male,63,328352,Cynthiachester,0,High,3,Healthy,Life,3044359,22,19188,11,9140,Retirement,4,9037.30219808601,Single,Unemployed,Healthcare,990825,412,4298691,155890,Monthly,1,Rented,Yes,163499
1e74b32e-e816-4940-ba78-c69a46e10341,Traci Williams,Other,26,1740725,North Stephanie,1,Medium,3+,High Risk,Auto,6100538,5,28001,16,5052,Retirement,0,30527.437022758328,Widowed,Salaried,Finance,837032,476,3689637,176607,Monthly,1,Owned,No,726095
558bb70e-fdf1-4b08-bb94-7bf2cf1c5861,Joshua Jones,Male,58,1781488,East Ralphstad,0,Medium,3+,Pre-existing Condition,Life,9581866,5,49249,21,194,Wealth Growth,4,38005.16317793991,Married,Unemployed,Healthcare,856153,562,4555723,128621,Quarterly,1,Rented,No,577353
e07d397a-0d7e-4476-8c04-232636c0986c,Allison Olsen,Male,61,318044,Johnsontown,1,Low,0,Healthy,Auto,6257179,1,43494,4,7160,Wealth Growth,3,4798.156150513841,Divorced,Unemployed,IT,63230,673,3426798,161599,Quarterly,2,Rented,No,588152
4644105e-c9ca-46ce-aaed-6f04e396df17,Lynn Wright,Other,38,901645,Hodgesshire,3,Medium,2,Healthy,Auto,8846996,14,24140,18,1125,Emergency Fund,2,12298.708520632608,Married,Unemployed,Manufacturing,580802,407,4826994,145187,Monthly,3,Owned,No,177956
66327176-cffd-425a-8542-ef5c3dad9027,Timothy Harper,Female,18,1478132,New Shawn,0,High,1,High Risk,Auto,4479841,7,13695,28,1095,Wealth Growth,1,36853.242177423024,Married,Retired,IT,121430,539,264394,45404,Annual,0,Owned,Yes,295389
8fb0f7c6-1979-4698-897d-913066db4942,James Dixon,Female,46,729678,Wallaceland,2,Low,1,Healthy,Auto,3072714,16,22806,19,4512,Wealth Growth,0,25516.374366925935,Divorced,Self-Employed,IT,45863,843,3865729,198031,Monthly,3,Rented,Yes,191401
c53d209a-cd54-4423-9e9a-3c4c0d3d1cfc,Becky Foster,Other,51,494300,Jamesfurt,1,High,3+,High Risk,Home,3540000,10,36120,7,443,Emergency Fund,1,9085.485659185264,Married,Unemployed,Retail,983414,717,3669394,54561,Monthly,3,Rented,No,57062
7563f982-a676-444e-aa27-bc222f618562,Thomas Schwartz Jr.,Other,37,977872,Heatherside,2,Medium,2,Healthy,Health,6438241,14,18257,10,9984,Education,0,7834.236020987448,Single,Self-Employed,Finance,390584,846,4014196,124907,Quarterly,4,Owned,No,667273
14e3e6aa-81ac-4a47-abd8-0a82b41f054f,Jeffrey Bradford,Male,40,1759162,East Jenniferchester,1,Medium,3+,High Risk,Health,6772968,15,13133,27,6108,Retirement,1,29717.075731982957,Divorced,Unemployed,Manufacturing,113740,543,462708,134827,Quarterly,3,Owned,Yes,995631
59ab24d0-0212-4ef5-9a9e-cb87a5e0ce9d,Nicole Lewis,Female,59,1952900,East Dennisport,0,High,2,Healthy,Life,3294853,9,48384,5,3547,Education,0,35259.06839855012,Married,Retired,IT,6013,628,2559738,90800,Monthly,1,Rented,Yes,753433
df2b0ae8-c55f-4be2-9f82-b3ba5fe9be3f,Brian Jimenez,Male,33,1098517,Lake Charles,1,Medium,3+,High Risk,Health,153059,4,43338,15,4126,Education,4,27546.35153885724,Married,Retired,Retail,34826,442,3583209,37801,Monthly,3,Rented,Yes,289105
4dc702cc-9cba-46e6-9c49-6eebd988e835,Jessica Orozco,Other,52,952127,North Timothyhaven,1,High,2,Pre-existing Condition,Life,7194265,21,6895,15,1175,Retirement,0,12038.17008162701,Married,Unemployed,Healthcare,701691,738,89005,188478,Monthly,3,Owned,No,119744
173b6078-57d4-4b32-b2aa-cd1cd9398d5b,Valerie Smith,Male,27,449974,Jacobshaven,0,Medium,3,Healthy,Life,526263,5,25551,21,1773,Emergency Fund,2,6880.321986504327,Single,Self-Employed,Healthcare,977526,588,1942078,42729,Quarterly,4,Rented,Yes,496741
9c1dde24-109f-4001-9981-fd672857f5f1,Tyler Ramirez,Male,18,953842,Raymondview,2,High,2,Healthy,Health,2485510,17,26629,19,3693,Retirement,3,24394.641255976952,Single,Unemployed,Finance,703730,582,805653,67869,Annual,2,Owned,Yes,226538
da53da93-4d6d-4c38-82bc-1d33fd4719d3,Ruth Bailey,Male,18,734333,New Melissaville,0,High,0,Pre-existing Condition,Auto,1727683,23,40186,10,8877,Wealth Growth,0,11254.857943717052,Divorced,Unemployed,IT,257287,776,4086570,67672,Monthly,1,Rented,No,530580
ac0aab41-2a1a-47a1-9263-dbc43aad2b7a,Joseph Robertson,Male,34,1914838,Lake Patricia,0,Medium,3,High Risk,Home,9739771,12,21540,28,4818,Education,2,33964.43851192146,Married,Unemployed,IT,846117,339,1094180,80282,Annual,1,Owned,No,702073
9f18585e-8f6b-4d59-b0ce-930705df1ff9,Nicole Yang,Other,57,1441664,Fieldsmouth,3+,High,3,Pre-existing Condition,Home,5329876,22,48015,22,4649,Wealth Growth,1,29569.789434091097,Single,Retired,Education,818011,470,2016827,191123,Annual,2,Rented,Yes,489588
92aec987-6871-43d1-af25-f0cf013d0ba6,Jeffrey Mitchell,Male,51,1259320,Thomasland,3+,Medium,3,Healthy,Health,2370401,21,26986,9,3056,Wealth Growth,3,15731.250679734141,Widowed,Salaried,Retail,863735,496,4691474,121610,Annual,4,Rented,Yes,819128
8a763c10-1238-4076-8e49-b2c8c6f1a076,John Gill,Female,44,1596868,South Angelaland,0,High,0,Pre-existing Condition,Auto,3444371,3,38012,24,9528,Emergency Fund,4,26433.194084756287,Divorced,Unemployed,Education,314077,658,2969352,154015,Annual,1,Owned,No,379208
9f07c221-f425-436b-a041-0f1bc7ef25d2,Nicole Miller,Other,28,1106325,New Andrewborough,0,Low,3,Pre-existing Condition,Health,2731983,20,23316,1,9518,Emergency Fund,1,22420.616179582048,Widowed,Self-Employed,IT,519914,821,1811828,98859,Quarterly,2,Owned,No,909285
18afe38b-294c-4c62-8ce0-a179c3cf4341,Alexandra Neal,Other,21,1911203,Francoburgh,2,Low,0,Healthy,Health,4777536,10,10413,4,4877,Wealth Growth,3,38943.546119183804,Widowed,Salaried,IT,106271,883,928495,93207,Monthly,3,Rented,No,450687
32899e7d-4fc2-4c9f-819a-c3eeace648aa,Carmen Thompson,Male,50,1983972,Nancymouth,3,Medium,0,High Risk,Auto,357397,25,45528,6,3963,Retirement,4,42300.91359004351,Divorced,Self-Employed,Education,254433,521,1548580,102047,Annual,3,Rented,Yes,615726
9e7b562a-341f-43a1-816c-be5b9c70c6a2,Sonya Martin,Other,61,1219771,New Lisa,2,High,3+,Pre-existing Condition,Health,5532465,10,16972,14,3315,Retirement,2,20144.079109250833,Single,Unemployed,IT,300138,807,3073443,150787,Monthly,3,Owned,No,113366
ba0f1b63-70bf-491e-b72b-fbc84f54333a,Sarah Adams,Other,31,817288,Gibbschester,3+,High,3+,High Risk,Health,8323458,10,46940,7,8644,Emergency Fund,3,18592.32473989841,Single,Unemployed,Education,187099,730,2975725,37553,Annual,2,Owned,No,930027
4e65885f-2c2a-4d51-8d8f-35fffdb4bae6,Dustin Walker,Male,21,1516350,Glendastad,0,Medium,0,Healthy,Life,4245406,5,37127,28,5235,Wealth Growth,3,37919.906863198776,Divorced,Unemployed,Healthcare,932605,739,1131533,36265,Annual,4,Owned,Yes,741576
a67396c6-3d2d-42b7-9c37-577cc308e1bc,Karen Lopez,Female,31,1407547,Colonberg,3,Low,2,High Risk,Health,9235806,27,26924,14,3714,Retirement,4,30632.27388823175,Married,Retired,Healthcare,147776,899,884021,49558,Annual,1,Owned,No,92726
f9f5eb26-4d4f-4639-bed5-35db3ae1134f,Deborah Green,Other,22,326743,Gonzalesburgh,0,High,1,Healthy,Home,7302406,26,17368,26,5095,Emergency Fund,3,10695.946090738735,Married,Unemployed,IT,79036,629,157044,97075,Monthly,3,Rented,No,341713
16a57ae4-711e-4118-8e0f-71bb2ad8133b,Andrew Grant,Female,35,865704,Port Charles,3,High,2,Pre-existing Condition,Auto,6322319,16,29738,13,4529,Wealth Growth,4,18582.965663401435,Widowed,Salaried,IT,612251,384,351292,110991,Monthly,0,Owned,No,744123
165c75a8-9282-4965-95bb-70595b060b1f,William Mcclain,Other,43,1204856,West Bradley,3,Medium,3,Healthy,Life,7930784,9,16515,4,8848,Wealth Growth,1,33122.39385618079,Divorced,Retired,Finance,215252,355,1348532,128335,Monthly,4,Rented,Yes,801854
67412b18-0768-42bf-90bd-9568ea720d11,Kathryn Weeks,Male,38,1512361,North Nancyside,2,High,3+,Pre-existing Condition,Home,3568241,26,36665,13,2985,Wealth Growth,4,36057.17388940372,Widowed,Retired,Retail,473325,771,4772817,56190,Monthly,2,Rented,No,398120
e2d38f02-e675-4d3d-af51-6e86244c7317,Vincent Anderson,Female,50,411730,Port Terri,1,High,2,Pre-existing Condition,Health,6463105,20,13963,13,8990,Retirement,1,6702.448756095307,Single,Unemployed,Retail,213306,414,1157616,137894,Monthly,0,Owned,No,52716
75f8155a-0023-4f20-896a-9b9061d06bf8,Tara White,Other,49,1082518,West Joshuaton,2,High,3,Pre-existing Condition,Auto,5192693,12,13262,19,7979,Education,2,21931.67572851748,Married,Retired,IT,111254,434,2680782,74875,Monthly,4,Owned,No,552054
043ebd61-3f41-4f96-bc36-41492e190f3d,Michelle Gonzalez,Male,19,1496831,New Kristenport,3+,High,0,Pre-existing Condition,Life,3621735,6,49040,16,9841,Education,3,15835.818285181474,Widowed,Unemployed,Retail,18054,880,3260747,56015,Annual,4,Rented,No,902423
636862e6-c07c-49c9-b55f-21d413e54f10,Frederick Odom,Other,54,1628879,Whiteside,1,High,3,Healthy,Auto,2885534,18,44864,29,4454,Wealth Growth,4,27374.587019424464,Single,Salaried,Retail,949292,480,348552,171556,Monthly,0,Owned,No,998052
44770618-6abd-497d-8e91-3b49598ec46b,David Wilson,Female,23,1105502,Washingtonbury,3,Medium,0,Pre-existing Condition,Auto,5505387,16,9219,24,5736,Wealth Growth,0,15956.627969444213,Widowed,Salaried,Education,839174,666,2486926,85058,Annual,4,Owned,Yes,696039
9628ba0e-dbd0-4b0f-8fe0-dafaa4cd6861,John Gould,Female,33,1210593,Jimmyport,3,High,1,Healthy,Health,2702478,6,32772,7,1440,Wealth Growth,4,26935.257799757805,Divorced,Unemployed,Healthcare,639197,588,1391155,191635,Monthly,4,Owned,Yes,96790
ff3514f1-3ddf-4583-9714-4711da2db0e5,William Bush,Other,53,1681908,Hannahmouth,2,High,3+,Healthy,Auto,2495136,29,34305,23,9469,Education,2,30402.18891858288,Divorced,Self-Employed,Healthcare,559132,374,4969817,190473,Monthly,0,Owned,Yes,403672
55b67c6e-bdce-48f2-afb8-bea31bebcec4,Gregory Wells,Male,24,1833070,Contrerasmouth,3+,Medium,2,Pre-existing Condition,Health,5277332,17,11072,12,6590,Retirement,1,37037.94165246536,Married,Retired,Finance,766698,822,4383857,64559,Annual,3,Owned,No,375189
dafc1391-1dba-423a-8567-aef2e6f0aa4b,Mark Reed,Female,49,1322538,Suzanneberg,0,High,3,Healthy,Life,3042983,9,40679,23,6381,Emergency Fund,1,24781.715581679764,Widowed,Self-Employed,Manufacturing,476034,715,2590853,199467,Annual,2,Rented,Yes,22327
f6c77f0a-b995-47c1-b52b-79927ffe6487,Trevor Reese,Other,62,691316,Rogersborough,0,Low,1,Healthy,Health,6782843,24,18685,23,8483,Emergency Fund,3,11321.17752942332,Widowed,Salaried,Finance,1004,618,2120190,150129,Annual,4,Owned,Yes,917739
112164e2-c948-44d9-a35f-a5ebb16a8fd6,Kimberly Burns,Female,28,1518836,South Dakota,2,High,3,Healthy,Auto,2758309,6,38215,1,5248,Retirement,4,16412.083420080326,Single,Retired,Education,534155,401,3971470,146563,Annual,1,Owned,Yes,834562
1dd59f5f-db53-4204-b2d1-d154345b453a,Kelly Sanchez,Other,31,1240305,New Robinbury,2,Low,1,Pre-existing Condition,Health,6448052,26,34088,17,3455,Wealth Growth,1,28584.783117745483,Married,Self-Employed,Education,18136,475,4497560,166056,Annual,3,Rented,Yes,814637
21758558-ae21-432d-8d6e-8f872beacc70,Brittany Wilkinson,Male,58,1461165,North Pam,3,Medium,3,Healthy,Life,5527849,13,32650,18,8644,Wealth Growth,3,21606.173750253773,Widowed,Self-Employed,Finance,578673,498,3793569,171014,Quarterly,2,Owned,No,752691
dc0c3b16-e9e2-410b-8567-0011cb8146a2,Linda Mercado,Female,25,1039493,Michellefort,1,Medium,2,Healthy,Life,5417252,12,46748,7,6520,Education,2,15357.592809845255,Married,Salaried,IT,92663,409,4481395,148778,Annual,4,Rented,No,761585
328b0e99-8202-4242-b697-5cd7551b1439,Sophia White,Male,33,1832685,Port Danielle,2,High,1,Pre-existing Condition,Home,6020227,12,10984,27,6249,Retirement,2,30958.91531845398,Divorced,Self-Employed,Education,542153,732,884303,180121,Annual,2,Owned,No,960754
b0f77bbd-b740-4b13-b625-42070e9f93df,Jeff Bradley,Male,46,901527,Jacquelineborough,3,Medium,1,Healthy,Auto,505033,2,38889,6,9927,Emergency Fund,0,16949.620256905495,Widowed,Unemployed,Retail,983370,501,4321384,91560,Quarterly,0,Rented,No,701761
859837ac-67fb-4824-a149-3c67ab8d1bbe,Kristina Foster,Female,60,1703182,Maldonadotown,2,Medium,3+,Pre-existing Condition,Health,3572268,20,5034,21,1722,Emergency Fund,2,31941.533589637962,Widowed,Unemployed,IT,255526,655,2937302,101600,Quarterly,1,Owned,No,784273
3b7d6cc2-388d-4c47-aa16-41774476f729,Angela Weaver,Other,59,447674,Annachester,0,Medium,3+,High Risk,Life,7916712,7,45653,20,9710,Retirement,3,2692.3001209769163,Single,Retired,IT,711477,488,3058625,134082,Annual,2,Owned,Yes,611652
10eb21d4-c756-44af-a959-b4f90ffd1699,Justin Bennett,Other,52,714517,West Karenchester,3,Low,0,Healthy,Life,1912586,8,40990,19,6276,Wealth Growth,2,20424.31310513796,Divorced,Retired,Retail,612676,710,4066579,71064,Annual,2,Rented,Yes,760234
a7cea12f-0837-4e51-8f4a-253a0ca8912b,Tyler Smith,Male,39,1637489,New Christina,1,High,3+,High Risk,Auto,7914092,2,5598,16,8157,Education,3,41764.101738348116,Married,Self-Employed,Healthcare,295922,345,2230404,162142,Quarterly,4,Rented,Yes,248980
91363254-478b-422a-872b-822a4971bd1d,Jimmy Carr,Other,31,1455390,Lake Alejandramouth,3,Medium,3,Pre-existing Condition,Health,8980174,5,48807,16,5729,Retirement,4,34226.18063001896,Single,Retired,IT,916571,853,3625666,103377,Monthly,3,Owned,Yes,139392
53084c5b-ca2c-45c1-9fc0-70ef543e9ec6,Laura Stone,Other,54,1496932,South Ashleyborough,3+,High,2,Healthy,Auto,8347249,7,18764,13,7087,Emergency Fund,3,38326.2312697597,Divorced,Retired,Retail,908499,832,3600833,195174,Monthly,0,Rented,No,302798
a43461fb-2a95-4100-8aa6-c8031b5f99ec,Norma Schneider DDS,Female,21,906779,Mccormickstad,0,Low,1,High Risk,Life,6556128,14,18672,4,7463,Education,2,22296.337876211164,Single,Self-Employed,Retail,868753,720,161258,189885,Annual,2,Owned,Yes,815570
177f8013-554e-4450-b962-c652db5dc2c6,James Cook,Other,41,1630463,Port Joseph,2,Medium,1,High Risk,Home,3759685,7,41744,29,1636,Retirement,0,35983.69433468649,Divorced,Self-Employed,Finance,588389,746,3319673,79266,Monthly,3,Owned,No,939713
dbef32b0-8e5a-4d52-a602-7c6c96f0057e,Patricia Lee,Female,59,908129,New William,0,Low,3+,Pre-existing Condition,Auto,7089582,4,34949,1,6220,Wealth Growth,3,20174.791125037158,Single,Unemployed,Finance,940789,352,1700589,171769,Monthly,0,Rented,No,582682
6dc9132f-c07a-4750-bb6b-a4acee320480,Randall Price,Female,37,1868525,West Jeffrey,3,High,2,Healthy,Home,3659597,29,27081,22,6573,Emergency Fund,1,36792.392075409094,Divorced,Unemployed,IT,660108,649,350203,23865,Monthly,2,Owned,Yes,154843
e0707e57-ce0b-44ee-9f2b-f85daa4752d3,Timothy Nichols,Female,49,756289,North Anitaburgh,3,Medium,2,Healthy,Home,8016367,10,35508,5,3316,Retirement,1,19048.12003593355,Widowed,Unemployed,Education,812141,390,3774827,145733,Annual,4,Rented,Yes,703781
4cf876e5-2bc8-42a2-b71b-26d61d579cc2,Christopher Guzman,Female,61,1910926,Kelleyview,3,Low,2,Pre-existing Condition,Home,276220,14,12657,19,8806,Wealth Growth,3,34137.27575263113,Single,Unemployed,Finance,797994,350,3585693,134439,Monthly,1,Owned,Yes,538114
fc036233-388d-472a-9cef-d5647ea681ac,Alyssa Delgado,Other,48,795796,Port John,3,Medium,0,Pre-existing Condition,Health,290277,23,34849,5,3994,Retirement,4,6422.311010109568,Married,Retired,Retail,850130,727,95792,149135,Quarterly,1,Owned,Yes,917615
896d31a2-f543-4d3d-94e2-1408ebeada9f,Michael Bowers,Male,64,1388304,South Christopherton,2,Medium,3,Pre-existing Condition,Home,8691481,2,33272,29,4534,Education,4,30488.070895193414,Divorced,Salaried,Finance,234489,425,4828778,153404,Annual,0,Rented,No,848012
aa05bc7e-fc76-4a8d-92f2-42c524f071f4,Christina West,Other,44,1464406,Mariochester,3,High,3,Pre-existing Condition,Life,9377950,26,26076,26,1543,Education,3,33468.69998559886,Single,Salaried,IT,573866,501,2810628,80509,Quarterly,4,Rented,No,462146
37d716be-9579-48b1-8fd5-69acde9e7db8,Timothy Harris,Other,55,1359788,East Stephanie,2,Medium,1,Pre-existing Condition,Auto,8548339,15,46918,5,1862,Education,3,27720.19943474401,Divorced,Retired,Education,95803,348,4414889,121192,Annual,4,Owned,Yes,768436
b6e6921a-c412-4774-b8ea-3c044f747edd,Ricky Patel,Other,44,1150084,East Robertport,2,High,3,High Risk,Home,2707706,19,44457,10,6742,Emergency Fund,0,30423.093120738045,Single,Retired,Manufacturing,420228,838,4331020,84137,Monthly,3,Owned,Yes,657290
00b310ad-1a6a-442b-b0d7-3429d10ad0b3,Timothy Fields,Other,62,1754068,East Jennifer,0,Low,3+,Healthy,Auto,1818556,9,29754,18,3067,Education,0,39392.53168734761,Single,Self-Employed,Healthcare,740737,690,1884498,133651,Monthly,1,Rented,Yes,84831
e0705eef-923a-4232-a8bd-cec2f3460a38,Jessica Barton,Male,45,727795,Danielsberg,0,Medium,0,Pre-existing Condition,Life,4199088,15,24757,1,3775,Wealth Growth,4,11299.18229986219,Widowed,Salaried,Manufacturing,486060,640,2031016,84940,Monthly,0,Owned,No,377534
b6d237c0-6fac-4024-b681-76f8f4b53374,Michael Hernandez,Female,57,1237336,East Mistyview,3,High,3+,High Risk,Health,1524801,1,37581,12,3789,Emergency Fund,2,20451.681293245692,Divorced,Self-Employed,Retail,217781,636,1516862,73757,Monthly,0,Owned,Yes,219456
d54e6937-7351-40d5-8fa0-82e36623d926,Colin Hughes,Other,22,417083,South Paulaton,2,Medium,3,High Risk,Life,3453101,22,38265,23,3977,Emergency Fund,4,4357.370269444562,Married,Salaried,Finance,394205,648,1623361,75980,Annual,4,Owned,No,166724
8c79f8b6-879f-4b87-a3f8-f2978a2d8d32,Maurice Hardin,Other,26,1284766,Cooperport,2,Low,3,Healthy,Home,4087459,8,42293,15,1144,Education,2,25673.17108634908,Widowed,Salaried,IT,760404,804,597294,56563,Annual,4,Rented,No,92749
02d33593-a162-41ca-965a-66ba7c37d998,Sandra Mcintosh,Other,43,810660,Harrisborough,2,High,0,Pre-existing Condition,Auto,3251853,15,23592,21,5372,Wealth Growth,4,14765.53640029173,Single,Self-Employed,Manufacturing,346221,709,3201933,70237,Monthly,3,Owned,Yes,381205
8721df90-7ba7-43aa-a3e3-297c49add451,Justin Hudson,Female,52,516982,Cannonport,3+,High,3+,High Risk,Life,5293546,16,29685,15,9111,Wealth Growth,0,15901.178584511152,Married,Self-Employed,IT,695631,571,135474,146160,Quarterly,2,Rented,Yes,954448
8f64d09f-6271-4bfd-b8e4-cc143e894d32,Melissa Warren,Other,47,424173,Hayesstad,2,Medium,0,High Risk,Home,3564458,19,15522,11,6447,Emergency Fund,1,7249.39894071044,Divorced,Unemployed,Retail,746783,619,2254071,123418,Annual,0,Owned,No,266315
7ab74b5e-deb1-412a-a63b-f346272cd748,Derek Soto,Male,64,767336,Donaldberg,2,High,1,Healthy,Health,8336506,20,32765,18,202,Wealth Growth,1,13116.184837064957,Widowed,Retired,IT,710341,437,2120568,188980,Quarterly,4,Owned,Yes,450847
2b46a7c7-ec02-4c5a-8abf-90657844787e,Kathy Armstrong,Female,58,967797,Emilyfort,2,Low,3+,Healthy,Home,5817471,1,19568,27,6619,Education,3,17330.28675956636,Divorced,Unemployed,IT,539412,404,3980920,87486,Annual,2,Owned,No,187621
667e7777-5faa-40b1-ae5b-3c58e2598c51,Bobby Flores,Other,50,1501327,South Cindy,0,High,3+,Pre-existing Condition,Health,6068496,12,18545,28,1344,Emergency Fund,4,30024.67713407759,Married,Unemployed,Manufacturing,501589,443,1605576,194484,Annual,2,Owned,No,979664
12beb0ef-f4c6-4891-9e11-dc1ea8faf91e,Amanda Wolfe,Male,42,1572240,Bakerborough,3,High,2,High Risk,Home,9028612,19,30212,18,8346,Wealth Growth,0,34267.12061723931,Single,Self-Employed,Retail,548492,533,336737,115430,Quarterly,1,Rented,Yes,456752
303cc51e-389c-429a-a4fc-a08dfe1c6bfb,Donna Rodriguez,Female,45,1020527,Patriciaport,3,High,3,Pre-existing Condition,Auto,643233,23,46939,7,9176,Retirement,2,21274.54200373584,Married,Salaried,IT,123504,674,1051410,115631,Monthly,4,Owned,No,55779
80978203-4f55-483b-ab79-a609fa93b46b,Adam Hensley,Female,21,782920,Richardsonfort,1,High,2,High Risk,Life,4408880,3,48683,20,9171,Retirement,4,6233.216497927364,Single,Retired,Healthcare,896965,301,2014316,27257,Annual,3,Rented,No,909933
df0e0c6d-adeb-4ed0-b578-8bc0369a2b3a,Brandon Everett,Other,28,1359615,Santosborough,1,Low,1,Pre-existing Condition,Life,3383574,5,42573,28,1206,Wealth Growth,0,24260.419108179532,Married,Self-Employed,Retail,733618,688,991550,173732,Quarterly,2,Owned,No,131138
95c0cf14-a8d8-4f32-bcdf-baa202e0b803,Jennifer Sims,Other,20,1301622,Lauraview,1,Medium,1,High Risk,Life,5412282,10,24383,25,1582,Education,1,19425.4624169683,Married,Retired,Education,452116,558,1619434,135056,Annual,0,Owned,Yes,571594
b3ab942e-91af-498c-b52d-78638a70abb6,Jasmine Massey,Other,18,1141089,Lake Jenniferport,3+,High,1,High Risk,Auto,5540908,6,18893,23,7815,Wealth Growth,0,23472.289753846526,Married,Unemployed,Education,666009,607,617269,189033,Monthly,4,Owned,Yes,888709
2323185a-449c-4056-bf48-c620e5d926bd,Brandon Thomas,Male,57,1373992,Jaredhaven,3,High,0,Pre-existing Condition,Health,5366729,22,22604,7,6601,Wealth Growth,0,21225.422721497576,Married,Retired,Healthcare,445664,326,4212423,32222,Monthly,2,Rented,Yes,616042
acff617a-ce69-4b0a-ac2e-dba2e63c7630,Tony Mayo,Male,34,330095,East Tracey,3+,Medium,3+,High Risk,Life,7508288,3,14962,23,1990,Education,3,10734.447804262201,Married,Unemployed,Retail,633785,857,514670,44443,Quarterly,1,Owned,Yes,126742
588588ec-88f5-4440-a7b8-48c3613eea94,Timothy Rice,Male,25,1730808,Lake Seanchester,2,Low,0,Healthy,Auto,6877195,12,8367,9,4732,Emergency Fund,1,30847.04381746024,Widowed,Retired,Manufacturing,496965,786,1153047,142759,Quarterly,4,Rented,Yes,600272
d6261cb2-c72a-49d7-9409-bd869c86704b,Charles Garcia,Other,61,1631805,New Ronnie,1,Medium,0,High Risk,Life,5854508,6,11407,20,5534,Emergency Fund,3,32271.915181373148,Divorced,Salaried,Education,434925,843,79483,153670,Monthly,2,Owned,No,315303
43a1590e-7404-4007-8dbd-a61127adf06e,Deborah Cabrera,Male,25,1911748,Floresberg,3+,High,0,Healthy,Home,829569,10,32501,5,5368,Emergency Fund,2,34184.6464566857,Married,Self-Employed,Education,578847,306,4958844,106103,Quarterly,3,Owned,No,457438
9c340102-8e2b-4332-b42f-cf8deaf5319b,Martin Flores,Female,26,427646,West Oliviaville,3+,High,2,Pre-existing Condition,Auto,5630481,19,39638,11,6854,Education,1,16342.581283503197,Divorced,Salaried,Education,702159,795,3803216,169939,Annual,1,Owned,Yes,478688
8232c101-897b-4aec-9a60-0939816e5ef5,Jeremy Bailey,Other,28,1363361,Maryport,0,High,3,Healthy,Life,3604724,18,24688,3,7031,Emergency Fund,2,34734.63878988674,Married,Salaried,Retail,316028,462,4198758,199722,Monthly,4,Rented,Yes,968829
6618f50c-f988-4c75-9bbf-f39d088984c8,Matthew Hamilton,Other,30,1989870,East Roy,3,Medium,2,Healthy,Auto,1645589,22,35244,11,2886,Wealth Growth,0,43820.0156936988,Married,Unemployed,IT,191303,737,2039986,188151,Quarterly,3,Owned,No,203903
1c000ad3-bda5-480b-a003-30f24e9eb592,Mary Gonzalez,Male,23,1423106,Williamtown,0,Low,2,Healthy,Auto,8922953,8,36183,7,5048,Retirement,4,38465.18761071294,Widowed,Salaried,Healthcare,366782,409,4443835,29296,Quarterly,0,Owned,Yes,552370
66dd5da9-b000-4f09-baa8-8a1481106238,Marcus Williams,Other,39,1091908,North Thomas,0,High,1,High Risk,Auto,7085526,15,35090,23,3516,Wealth Growth,0,21394.887919172565,Married,Salaried,IT,87553,418,3711763,79430,Quarterly,4,Rented,No,76206
22c48db3-c623-4352-a1bb-17bfe3290157,Luke Murphy,Male,45,963531,Oliverberg,3,Low,2,High Risk,Life,9912252,26,26143,22,4330,Retirement,3,12204.483660915546,Widowed,Self-Employed,Healthcare,755267,695,3855153,101938,Annual,3,Rented,No,61281
0c57eb74-4371-40e1-835d-eb2dd2e49c5f,Mark Conway,Female,60,382966,Port Logan,3+,Low,3+,Pre-existing Condition,Home,691071,21,41744,15,8276,Education,1,1424.4966107888795,Single,Self-Employed,Finance,603270,586,3200236,78946,Annual,4,Owned,Yes,442375
c7b4263b-d014-4381-b899-121085d6ae7d,Melanie Wells,Other,18,495576,West Kaitlyn,0,High,2,High Risk,Health,2964153,16,14961,19,1111,Emergency Fund,3,13366.21774987417,Divorced,Salaried,IT,480888,858,3421571,173188,Quarterly,0,Owned,No,991513
3f59f665-6541-47ad-86d9-a8a56838fd85,Christy Perry,Female,53,665919,Lake Feliciaborough,0,High,2,High Risk,Health,8037075,4,17664,19,9386,Wealth Growth,2,4674.09412859499,Married,Unemployed,Healthcare,300739,703,4897210,62331,Quarterly,4,Rented,Yes,592763
0c1b3d7b-40c4-4033-afe6-277586ae6aa8,Joseph Thomas,Male,42,1058728,New Sandra,2,Low,2,Healthy,Home,8228490,3,6106,1,6938,Retirement,0,23245.859529069483,Divorced,Retired,Retail,561849,702,1232861,67092,Quarterly,4,Owned,No,161078
e5fdf81a-04c9-476c-ab16-4a7e1e77cf38,Richard Ward,Male,18,424787,West Matthewmouth,0,High,0,Healthy,Home,9596558,24,42402,13,5302,Emergency Fund,3,-6321.156224214194,Divorced,Salaried,IT,520493,667,2169866,154774,Monthly,4,Owned,No,184934
86c6b7ba-a90f-496f-915d-0716b64be806,Ryan Smith,Male,30,574868,Lake Jody,0,Medium,3+,Healthy,Home,9711373,29,19436,11,5697,Retirement,3,10813.573742489421,Single,Self-Employed,Retail,541064,455,1252769,66270,Monthly,0,Owned,Yes,276619
